client_num;customer_age;gender;dependent_count;education_level;marital_status;state_cd;zipcode;car_owner;house_owner;personal_loan;contact;customer_job;income;cust_satisfaction_score;card_category;annual_fees;activation_30_days;customer_acq_cost;week_start_date;week_num;qtr;current_year;credit_limit;total_revolving_bal;total_trans_amt;total_trans_vol;avg_utilization_ratio;use_chip;exp_type;interest_earned;delinquent_acc
720108783;46;F;3;Uneducated;Married;CA;91750;yes;no;yes;cellular;Retirees;57953;4;Blue;380;0;46;06-08-2023;Week-32;Q3;2023;7459;1717;4328;68;0.23;Chip ;Bills;649.2;0
720113433;50;F;3;Graduate;Single;NV;91750;no;yes;no;unknown;Retirees;21122;4;Blue;365;1;71;06-08-2023;Week-32;Q3;2023;20803;1446;2073;43;0.07;Swipe ;Grocery;580.44;0
720114633;36;M;3;High School;Single;NY;91750;no;no;no;cellular;Businessman;91718;3;Blue;445;1;66;06-08-2023;Week-32;Q3;2023;2709;1726;5056;89;0.637;Swipe ;Grocery;1365.12;0
720115683;46;F;4;High School;Unknown;NY;91750;yes;yes;no;cellular;Selfemployeed;15551;4;Blue;345;0;50;06-08-2023;Week-32;Q3;2023;29770;1565;1774;42;0.053;Swipe ;Bills;478.98;0
720118908;51;F;2;High School;Married;CA;91750;no;no;yes;cellular;Govt;37792;4;Blue;455;1;103;06-08-2023;Week-32;Q3;2023;9916;0;3477;65;0;Chip ;Grocery;695.4;0
720119808;54;F;1;Graduate;Single;CA;91750;no;no;no;unknown;White-collar;36506;4;Blue;280;1;72;06-08-2023;Week-32;Q3;2023;24126;948;3342;52;0.039;Swipe ;Entertainment;835.5;0
720122808;62;F;0;High School;Single;CA;91750;no;no;no;telephone;Selfemployeed;2565;4;Silver;175;1;105;06-08-2023;Week-32;Q3;2023;33180;511;797;14;0.015;Swipe ;Entertainment;47.82;0
720124758;46;F;1;High School;Married;CA;91750;no;yes;no;unknown;Selfemployeed;24033;4;Blue;330;1;98;06-08-2023;Week-32;Q3;2023;2509;450;2239;47;0.179;Chip ;Bills;134.34;0
720126033;56;M;3;High School;Married;NY;91750;yes;no;yes;cellular;Blue-collar;74014;4;Blue;465;1;100;06-08-2023;Week-32;Q3;2023;1944;1804;4682;90;0.928;Swipe ;Food;655.48;0
720128658;53;M;3;Graduate;Single;TX;91750;no;yes;no;unknown;Govt;117476;4;Blue;390;1;53;06-08-2023;Week-32;Q3;2023;5181;0;8943;68;0;Chip ;Food;1520.31;0
720130233;57;F;2;High School;Married;NJ;91750;yes;yes;no;cellular;Selfemployeed;29407;4;Blue;285;1;67;06-08-2023;Week-32;Q3;2023;1641;0;2536;45;0;Swipe ;Grocery;507.2;0
720132258;59;F;0;Graduate;Married;FL;91750;no;no;no;unknown;Retirees;37209;3;Silver;150;0;125;06-08-2023;Week-32;Q3;2023;34516;1323;3422;78;0.038;Swipe ;Bills;410.64;0
720133908;38;M;2;High School;Married;FL;91750;no;yes;yes;telephone;Retirees;53606;4;Blue;220;0;125;06-08-2023;Week-32;Q3;2023;4461;900;4204;77;0.202;Swipe ;Entertainment;1051;0
720135333;45;F;1;Graduate;Married;TX;91750;yes;no;no;unknown;Govt;15035;4;Blue;370;1;100;06-08-2023;Week-32;Q3;2023;8694;961;1753;49;0.111;Chip ;Grocery;333.07;0
720136458;33;M;2;Unknown;Single;NY;91750;no;yes;no;cellular;Businessman;152151;4;Blue;470;0;119;06-08-2023;Week-32;Q3;2023;6867;776;14119;97;0.113;Swipe ;Fuel;1411.9;0
720141408;26;F;1;Graduate;Single;CA;91750;yes;yes;no;cellular;Selfemployeed;6550;4;Blue;395;1;113;06-08-2023;Week-32;Q3;2023;5456;951;1096;27;0.174;Swipe ;Entertainment;186.32;0
720142308;41;F;1;Graduate;Single;NY;91750;no;no;no;cellular;Govt;26166;4;Blue;125;1;78;06-08-2023;Week-32;Q3;2023;2160;0;2360;56;0;Swipe ;Bills;684.4;0
720145683;26;F;2;High School;Single;NY;91750;no;no;no;unknown;Selfemployeed;14975;4;Blue;150;1;170;06-08-2023;Week-32;Q3;2023;2987;2517;1617;35;0.843;Swipe ;Entertainment;129.36;0
720146733;59;F;0;Graduate;Married;CA;91750;no;yes;no;cellular;Selfemployeed;50643;4;Blue;300;1;94;06-08-2023;Week-32;Q3;2023;2480;1890;4114;66;0.762;Chip ;Grocery;987.36;0
720147633;47;F;3;Graduate;Married;CA;91750;yes;yes;no;cellular;Blue-collar;19140;4;Blue;460;1;70;06-08-2023;Week-32;Q3;2023;11915;1631;1956;63;0.137;Swipe ;Food;136.92;0
720148983;31;F;1;Unknown;Single;NV;91750;no;no;no;cellular;Selfemployeed;14975;3;Blue;435;1;100;06-08-2023;Week-32;Q3;2023;2178;1144;1724;47;0.525;Swipe ;Bills;103.44;0
720150858;48;F;5;Doctorate;Married;CA;91750;no;no;no;unknown;Selfemployeed;33627;4;Blue;95;0;114;06-08-2023;Week-32;Q3;2023;1439;0;2932;44;0;Swipe ;Grocery;527.76;0
720152058;36;M;2;High School;Married;FL;91750;no;no;no;cellular;White-collar;87943;4;Blue;125;1;108;06-08-2023;Week-32;Q3;2023;2725;2444;4965;85;0.897;Swipe ;Fuel;943.35;0
720153258;53;F;1;Graduate;Married;TX;91750;no;yes;no;unknown;Govt;34719;3;Blue;415;0;101;06-08-2023;Week-32;Q3;2023;6210;1083;3095;62;0.174;Swipe ;Food;402.35;0
720154533;42;M;4;High School;Unknown;FL;91750;no;no;no;cellular;Blue-collar;91838;3;Blue;225;0;117;06-08-2023;Week-32;Q3;2023;2415;1643;5063;78;0.68;Online ;Entertainment;1012.6;0
720155583;46;M;4;Uneducated;Single;NJ;91750;yes;no;no;cellular;White-collar;95220;4;Blue;125;0;136;06-08-2023;Week-32;Q3;2023;2426;1589;5175;82;0.655;Swipe ;Bills;1397.25;0
720158208;48;F;2;Graduate;Married;NY;91750;yes;yes;no;cellular;Blue-collar;20865;4;Blue;300;0;83;06-08-2023;Week-32;Q3;2023;3034;2167;2058;49;0.714;Swipe ;Entertainment;267.54;0
720163458;39;F;2;High School;Single;CA;91615;no;yes;no;unknown;Businessman;172440;4;Blue;125;0;115;06-08-2023;Week-32;Q3;2023;28043;1786;14521;109;0.064;Chip ;Travel;2468.57;0
720164358;47;M;5;Graduate;Single;TX;91750;no;no;no;cellular;Blue-collar;76701;5;Blue;200;0;93;06-08-2023;Week-32;Q3;2023;6058;0;4754;60;0;Swipe ;Bills;855.72;0
720165258;47;M;4;Uneducated;Single;CA;91750;no;no;no;cellular;Selfemployeed;98451;3;Blue;125;0;66;06-08-2023;Week-32;Q3;2023;3170;2330;5357;91;0.735;Swipe ;Food;749.98;0
720167508;54;M;3;High School;Single;FL;91750;no;yes;no;unknown;Businessman;105974;3;Blue;95;1;69;06-08-2023;Week-32;Q3;2023;19000;2389;7664;74;0.126;Swipe ;Fuel;459.84;0
720168558;46;M;2;Graduate;Married;NJ;91750;no;yes;no;cellular;White-collar;82743;4;Blue;330;0;45;06-08-2023;Week-32;Q3;2023;2936;0;4876;74;0;Chip ;Grocery;390.08;0
720169383;41;F;1;Uneducated;Married;CA;91750;yes;no;no;cellular;Businessman;40801;5;Blue;300;1;117;06-08-2023;Week-32;Q3;2023;3224;2111;3707;74;0.655;Swipe ;Entertainment;815.54;0
720171033;41;F;2;Graduate;Unknown;FL;91750;no;no;no;cellular;Retirees;47641;3;Blue;125;0;41;06-08-2023;Week-32;Q3;2023;11498;1577;4014;70;0.137;Swipe ;Entertainment;883.08;0
720174033;40;M;2;Graduate;Married;TX;91750;no;yes;no;cellular;White-collar;120806;4;Blue;125;1;83;06-08-2023;Week-32;Q3;2023;34516;975;12871;104;0.028;Swipe ;Grocery;900.97;0
720175008;34;M;0;High School;Married;NJ;91750;yes;no;no;cellular;Businessman;48885;3;Blue;175;1;147;06-08-2023;Week-32;Q3;2023;5069;1843;4055;66;0.364;Online ;Fuel;811;0
720178158;49;M;3;Uneducated;Married;NV;91750;no;no;no;cellular;White-collar;100042;5;Blue;385;1;118;06-08-2023;Week-32;Q3;2023;7552;0;5537;63;0;Swipe ;Bills;1218.14;1
720179883;30;F;1;Graduate;Married;FL;91750;no;yes;no;cellular;Selfemployeed;8250;5;Blue;365;0;131;06-08-2023;Week-32;Q3;2023;1962;0;1179;27;0;Swipe ;Bills;176.85;1
720180633;40;F;4;Unknown;Married;TX;91750;yes;no;no;cellular;Businessman;51104;3;Blue;220;0;79;06-08-2023;Week-32;Q3;2023;3390;2385;4128;73;0.704;Swipe ;Bills;1114.56;1
720181758;44;F;5;High School;Single;TX;91750;no;yes;no;cellular;Selfemployeed;2565;5;Blue;425;1;105;06-08-2023;Week-32;Q3;2023;8654;0;850;18;0;Swipe ;Travel;127.5;1
720182658;56;M;3;Graduate;Married;TX;91750;no;yes;no;cellular;Retirees;64277;5;Blue;245;1;141;06-08-2023;Week-32;Q3;2023;18056;940;4473;72;0.052;Chip ;Travel;581.49;1
720185058;57;F;2;Uneducated;Married;CA;91750;yes;yes;no;cellular;Selfemployeed;5525;3;Blue;385;1;107;06-08-2023;Week-32;Q3;2023;4267;0;1067;23;0;Swipe ;Bills;245.41;1
720186258;59;M;1;Graduate;Married;CA;91750;no;no;yes;cellular;Govt;51407;5;Blue;285;1;59;06-08-2023;Week-32;Q3;2023;4701;1170;4136;77;0.249;Chip ;Grocery;1199.44;1
720188508;43;M;5;Graduate;Unknown;CA;91750;yes;no;no;cellular;Selfemployeed;49479;5;Blue;320;0;130;06-08-2023;Week-32;Q3;2023;13193;1749;4071;64;0.133;Swipe ;Entertainment;569.94;0
720190083;38;F;0;High School;Single;NY;91750;yes;no;no;cellular;Govt;28745;5;Blue;485;1;86;06-08-2023;Week-32;Q3;2023;1632;0;2509;47;0;Online ;Bills;577.07;0
720190908;49;M;2;Uneducated;Married;NY;91750;no;yes;no;cellular;White-collar;74653;5;Blue;460;1;110;06-08-2023;Week-32;Q3;2023;8973;1300;4699;72;0.145;Swipe ;Grocery;469.9;0
720191883;60;F;2;High School;Married;NJ;91750;yes;no;no;unknown;Blue-collar;10524;4;Blue;300;1;59;06-08-2023;Week-32;Q3;2023;7050;659;1236;36;0.093;Swipe ;Entertainment;148.32;0
720193533;46;F;4;Post-Graduate;Married;NY;91750;no;yes;no;cellular;White-collar;36662;4;Blue;455;0;71;06-08-2023;Week-32;Q3;2023;5071;1043;3358;62;0.206;Chip ;Entertainment;805.92;0
720196158;40;F;2;Graduate;Unknown;NY;91750;yes;yes;no;unknown;Govt;36592;3;Blue;350;1;97;06-08-2023;Week-32;Q3;2023;4476;0;3350;67;0;Chip ;Grocery;603;0
720197058;40;F;2;High School;Single;CA;91750;no;no;no;unknown;Govt;28672;5;Blue;275;1;76;06-08-2023;Week-32;Q3;2023;3443;0;2505;45;0;Chip ;Entertainment;726.45;0
720198183;37;M;3;Uneducated;Unknown;TX;91750;yes;no;no;cellular;Govt;110128;3;Blue;390;0;73;06-08-2023;Week-32;Q3;2023;2437;1718;8028;77;0.705;Swipe ;Food;1605.6;0
720201033;34;F;1;High School;Single;CA;91750;no;no;no;cellular;Selfemployeed;1250;4;Blue;475;1;79;06-08-2023;Week-32;Q3;2023;11669;2227;720;23;0.191;Swipe ;Bills;108;0
720202008;52;F;1;High School;Married;TX;91750;no;yes;yes;cellular;Govt;59555;4;Blue;465;0;67;06-08-2023;Week-32;Q3;2023;3888;2517;4377;88;0.647;Chip ;Food;306.39;0
720204558;48;M;3;Post-Graduate;Married;NV;91750;no;yes;no;cellular;Businessman;70158;4;Blue;340;0;89;06-08-2023;Week-32;Q3;2023;1640;999;4597;77;0.609;Chip ;Bills;1011.34;0
720205608;52;M;2;High School;Single;IA;91750;yes;no;no;cellular;Retirees;64902;4;Blue;250;0;151;06-08-2023;Week-32;Q3;2023;4222;0;4487;77;0;Swipe ;Fuel;807.66;0
720206658;35;F;4;Graduate;Single;CA;91750;yes;yes;no;cellular;Blue-collar;16293;4;Blue;320;1;120;06-08-2023;Week-32;Q3;2023;1479;458;1811;44;0.31;Chip ;Fuel;344.09;0
720210483;44;M;2;Uneducated;Married;CA;91750;no;yes;no;cellular;Govt;91441;5;Blue;425;0;168;06-08-2023;Week-32;Q3;2023;6720;2143;5049;85;0.319;Swipe ;Food;1464.21;0
720211533;30;M;0;Unknown;Single;NY;91750;yes;yes;yes;unknown;White-collar;75048;5;Blue;275;1;102;06-08-2023;Week-32;Q3;2023;2888;821;4713;77;0.284;Chip ;Fuel;329.91;0
720212508;55;F;2;Graduate;Married;FL;91750;no;yes;no;cellular;Retirees;36382;5;Blue;150;1;139;06-08-2023;Week-32;Q3;2023;4402;697;3325;76;0.158;Chip ;Grocery;365.75;0
720214833;36;F;1;High School;Single;NJ;91750;no;no;no;cellular;Blue-collar;10475;5;Silver;405;1;79;06-08-2023;Week-32;Q3;2023;34516;2177;1234;23;0.063;Swipe ;Bills;308.5;0
720216108;53;F;1;Graduate;Single;FL;91750;yes;no;no;cellular;Businessman;30575;3;Blue;300;1;85;06-08-2023;Week-32;Q3;2023;2549;2130;2605;61;0.836;Swipe ;Fuel;521;0
720218658;38;M;3;Post-Graduate;Married;CA;91750;yes;yes;no;telephone;Blue-collar;65595;5;Blue;300;0;146;06-08-2023;Week-32;Q3;2023;3369;756;4501;96;0.224;Swipe ;Entertainment;1260.28;0
720219633;50;F;0;Uneducated;Single;TX;91750;yes;yes;no;cellular;White-collar;50493;4;Blue;125;1;139;06-08-2023;Week-32;Q3;2023;2723;1544;4108;70;0.567;Swipe ;Bills;328.64;0
720228708;45;F;3;Unknown;Single;NY;91750;yes;yes;no;cellular;Selfemployeed;11508;4;Blue;300;1;91;06-08-2023;Week-32;Q3;2023;27029;1347;1302;27;0.05;Swipe ;Bills;195.3;0
720231108;44;F;2;Graduate;Unknown;NV;91750;no;yes;no;cellular;Govt;34325;4;Blue;290;0;75;06-08-2023;Week-32;Q3;2023;3451;0;3031;57;0;Swipe ;Bills;363.72;0
720234708;42;F;4;High School;Single;FL;91750;yes;yes;no;cellular;Businessman;27340;4;Blue;125;1;77;06-08-2023;Week-32;Q3;2023;15490;0;2429;50;0;Chip ;Fuel;607.25;0
720235608;38;M;1;Graduate;Married;CA;91750;no;yes;no;cellular;Govt;64120;5;Blue;200;0;115;06-08-2023;Week-32;Q3;2023;3828;0;4470;58;0;Chip ;Bills;894;0
720236433;38;M;1;Unknown;Married;TX;91750;yes;yes;no;cellular;Selfemployeed;59642;4;Blue;250;1;170;06-08-2023;Week-32;Q3;2023;5037;1670;4379;67;0.332;Swipe ;Bills;1226.12;0
720237408;53;F;2;High School;Single;TX;91750;no;yes;yes;unknown;Businessman;193515;5;Silver;300;1;75;06-08-2023;Week-32;Q3;2023;22715;707;15004;117;0.031;Chip ;Travel;3751;0
720241758;51;F;2;Unknown;Single;NY;91750;no;no;no;cellular;Blue-collar;13406;5;Blue;245;1;101;06-08-2023;Week-32;Q3;2023;8276;1671;1409;25;0.202;Swipe ;Bills;154.99;0
720242733;37;F;2;Graduate;Single;TX;91750;no;no;no;telephone;Selfemployeed;40969;5;Blue;125;1;89;06-08-2023;Week-32;Q3;2023;1963;1549;3718;75;0.789;Swipe ;Grocery;446.16;0
720243933;48;F;2;Unknown;Single;CA;91750;no;no;no;cellular;White-collar;32474;4;Blue;150;0;104;06-08-2023;Week-32;Q3;2023;1789;0;2784;49;0;Chip ;Bills;389.76;0
720244983;37;M;2;Uneducated;Single;FL;91750;no;yes;no;telephone;Selfemployeed;14975;4;Blue;355;0;50;06-08-2023;Week-32;Q3;2023;3563;1707;1482;42;0.479;Swipe ;Bills;400.14;0
720247158;51;M;4;High School;Single;TX;91750;yes;no;no;cellular;Govt;42224;5;Blue;150;1;93;06-08-2023;Week-32;Q3;2023;7108;600;3787;68;0.084;Swipe ;Fuel;1060.36;0
720248208;45;F;4;Graduate;Married;PA;91750;no;yes;no;cellular;Selfemployeed;14975;4;Blue;200;0;97;06-08-2023;Week-32;Q3;2023;5731;1577;1554;26;0.275;Swipe ;Bills;186.48;0
720249183;38;M;0;Uneducated;Married;NJ;91750;yes;yes;no;cellular;Blue-collar;65653;5;Blue;285;1;95;06-08-2023;Week-32;Q3;2023;8243;927;4503;90;0.112;Swipe ;Grocery;1260.84;0
720250158;39;F;4;Unknown;Married;TX;91750;no;yes;no;cellular;Selfemployeed;14975;3;Blue;300;0;78;06-08-2023;Week-32;Q3;2023;23218;1814;1749;37;0.078;Swipe ;Entertainment;227.37;0
720251358;29;F;1;Uneducated;Single;CA;91750;no;no;no;unknown;Selfemployeed;25512;3;Blue;290;1;87;06-08-2023;Week-32;Q3;2023;3591;2517;2313;43;0.701;Swipe ;Food;416.34;0
720252858;45;F;4;Unknown;Married;TX;91750;no;yes;yes;cellular;Selfemployeed;36975;3;Blue;245;1;158;06-08-2023;Week-32;Q3;2023;10350;0;3396;63;0;Swipe ;Bills;713.16;0
720253908;44;F;4;Doctorate;Married;NY;91750;yes;yes;no;unknown;Selfemployeed;14975;5;Blue;150;0;106;06-08-2023;Week-32;Q3;2023;2852;1024;1651;28;0.359;Swipe ;Bills;462.28;0
720254883;47;F;1;Uneducated;Married;NY;91750;yes;yes;yes;cellular;Retirees;28533;4;Blue;190;1;106;06-08-2023;Week-32;Q3;2023;5877;1697;2494;58;0.289;Swipe ;Food;723.26;0
720256158;39;F;2;High School;Married;NJ;91750;yes;yes;no;cellular;Retirees;56287;4;Blue;125;1;121;06-08-2023;Week-32;Q3;2023;2264;0;4279;75;0;Chip ;Fuel;599.06;0
720258183;57;M;1;Graduate;Single;NJ;91750;no;no;no;cellular;White-collar;99250;4;Blue;490;1;99;06-08-2023;Week-32;Q3;2023;3394;2517;5421;75;0.742;Swipe ;Bills;704.73;0
720259308;64;F;0;High School;Married;NY;91750;yes;no;no;cellular;Govt;45433;3;Blue;380;0;106;06-08-2023;Week-32;Q3;2023;6347;569;3927;82;0.09;Swipe ;Grocery;942.48;0
720260433;57;M;1;Graduate;Married;NJ;91750;yes;no;no;unknown;Businessman;100206;4;Blue;430;0;96;06-08-2023;Week-32;Q3;2023;3336;1687;5577;95;0.506;Online ;Grocery;613.47;0
720264783;53;F;2;Unknown;Single;CA;91750;no;yes;no;unknown;Blue-collar;13984;5;Blue;355;1;80;06-08-2023;Week-32;Q3;2023;5031;1327;1433;34;0.264;Swipe ;Grocery;415.57;0
720267033;49;F;2;Uneducated;Married;FL;91750;yes;no;no;cellular;Businessman;26321;4;Blue;435;0;75;06-08-2023;Week-32;Q3;2023;5100;1786;2375;63;0.35;Swipe ;Bills;546.25;0
720269283;53;F;1;Graduate;Married;NY;91750;yes;no;no;cellular;Blue-collar;58849;4;Blue;475;1;131;06-08-2023;Week-32;Q3;2023;2485;1651;4351;86;0.664;Swipe ;Grocery;1087.75;0
720270633;59;M;0;Graduate;Married;NJ;91750;yes;no;no;unknown;Retirees;31726;4;Blue;330;0;91;06-08-2023;Week-32;Q3;2023;1516;0;2709;54;0;Swipe ;Grocery;541.8;0
720272958;39;F;2;Graduate;Married;NJ;91750;no;yes;no;cellular;Selfemployeed;5525;5;Blue;430;0;76;06-08-2023;Week-32;Q3;2023;27126;0;1000;25;0;Swipe ;Bills;240;0
720274158;56;F;2;High School;Single;FL;91750;no;yes;yes;cellular;Selfemployeed;44228;4;Blue;125;0;83;06-08-2023;Week-32;Q3;2023;4478;1700;3879;76;0.38;Chip ;Entertainment;892.17;0
720275358;36;F;2;High School;Single;NJ;91750;no;no;no;unknown;White-collar;28308;3;Blue;335;1;115;06-08-2023;Week-32;Q3;2023;1889;0;2479;46;0;Swipe ;Bills;371.85;0
720281508;57;M;2;Post-Graduate;Married;CA;91750;no;no;yes;cellular;Selfemployeed;71618;5;Blue;150;0;67;06-08-2023;Week-32;Q3;2023;2406;1491;4625;91;0.62;Online ;Food;277.5;0
720282558;47;F;3;Graduate;Unknown;NY;91750;yes;yes;no;unknown;Blue-collar;33207;4;Silver;340;0;83;06-08-2023;Week-32;Q3;2023;34516;1568;2873;73;0.045;Swipe ;Entertainment;287.3;0
720283758;60;F;1;Graduate;Married;TX;91750;yes;no;no;cellular;Blue-collar;15687;3;Blue;245;0;72;06-08-2023;Week-32;Q3;2023;13735;1733;1783;43;0.126;Online ;Entertainment;517.07;0
720286908;49;M;3;Graduate;Single;TX;91750;no;yes;no;cellular;White-collar;40303;5;Blue;420;1;40;06-08-2023;Week-32;Q3;2023;3469;0;3680;80;0;Swipe ;Fuel;331.2;0
720289533;38;M;3;Graduate;Single;NY;91750;yes;no;no;cellular;Blue-collar;67650;4;Blue;250;1;93;06-08-2023;Week-32;Q3;2023;1882;1143;4536;85;0.607;Swipe ;Food;453.6;0
720292983;44;M;4;Unknown;Unknown;CA;91750;no;yes;no;cellular;Govt;86177;4;Blue;360;0;103;06-08-2023;Week-32;Q3;2023;2230;1796;4929;61;0.805;Online ;Grocery;1084.38;0
720294258;39;M;4;Post-Graduate;Single;CA;91750;yes;no;no;cellular;Govt;72094;4;Blue;480;0;93;06-08-2023;Week-32;Q3;2023;2558;0;4635;82;0;Swipe ;Grocery;741.6;0
720296808;51;F;1;Doctorate;Single;NY;91750;yes;yes;no;unknown;Selfemployeed;29581;4;Blue;220;1;104;06-08-2023;Week-32;Q3;2023;4173;1771;2554;47;0.424;Chip ;Food;689.58;0
720299283;43;F;5;Unknown;Single;CA;91750;no;no;no;cellular;Retirees;59696;4;Blue;405;0;93;06-08-2023;Week-32;Q3;2023;12745;0;4380;80;0;Swipe ;Food;919.8;0
720301458;27;F;0;Graduate;Married;FL;91750;yes;yes;no;cellular;Blue-collar;34145;4;Blue;485;0;94;06-08-2023;Week-32;Q3;2023;19709;1924;3000;64;0.098;Swipe ;Fuel;660;0
720302883;43;M;3;High School;Single;NY;91750;yes;no;no;cellular;White-collar;69649;4;Blue;470;0;145;06-08-2023;Week-32;Q3;2023;3390;2180;4585;78;0.643;Chip ;Fuel;825.3;0
720303933;49;M;3;High School;Single;FL;91750;no;yes;yes;telephone;Businessman;66871;4;Blue;480;0;103;06-08-2023;Week-32;Q3;2023;3340;1282;4526;82;0.384;Swipe ;Bills;1086.24;0
720306408;40;M;2;Uneducated;Married;TX;91750;no;yes;no;cellular;Businessman;119833;5;Blue;150;0;116;06-08-2023;Week-32;Q3;2023;6704;0;12576;103;0;Swipe ;Food;1131.84;0
720307683;47;M;3;High School;Single;CA;91750;no;yes;no;cellular;Govt;64729;3;Blue;410;0;109;06-08-2023;Week-32;Q3;2023;1438.3;743;4484;78;0.517;Swipe ;Food;1165.84;0
720310458;51;F;2;Doctorate;Single;TX;91750;yes;yes;no;cellular;Selfemployeed;14975;4;Blue;190;0;49;06-08-2023;Week-32;Q3;2023;11840;1295;1560;49;0.109;Swipe ;Fuel;358.8;0
720313083;33;F;1;Graduate;Single;CA;91750;no;no;no;unknown;Selfemployeed;31066;5;Blue;150;0;82;06-08-2023;Week-32;Q3;2023;6276;2289;2637;68;0.365;Swipe ;Grocery;395.55;0
720314583;49;F;2;Graduate;Unknown;CA;91750;yes;no;no;unknown;Selfemployeed;11078;3;Blue;270;0;52;06-08-2023;Week-32;Q3;2023;12902;1860;1273;33;0.144;Swipe ;Entertainment;101.84;0
720315933;46;M;2;Unknown;Single;CA;91750;yes;no;no;cellular;Businessman;94339;5;Blue;425;1;80;06-08-2023;Week-32;Q3;2023;1982;1276;5136;76;0.644;Swipe ;Grocery;410.88;0
720317658;37;M;3;Unknown;Single;TX;91750;yes;yes;no;unknown;Govt;108936;3;Blue;430;1;93;06-08-2023;Week-32;Q3;2023;5858;961;7916;82;0.164;Swipe ;Fuel;1029.08;0
720322008;34;M;2;High School;Married;NJ;91750;no;no;no;cellular;Businessman;68392;4;Blue;300;1;121;06-08-2023;Week-32;Q3;2023;1438.3;834;4551;82;0.58;Swipe ;Bills;1001.22;0
720323208;43;M;3;Unknown;Single;TX;91750;no;no;no;cellular;White-collar;88342;4;Silver;125;1;160;06-08-2023;Week-32;Q3;2023;34516;2398;4976;88;0.069;Online ;Fuel;597.12;0
720326733;45;F;4;Graduate;Married;TX;91750;yes;yes;no;cellular;Businessman;41674;5;Blue;285;1;81;06-08-2023;Week-32;Q3;2023;16258;865;3761;58;0.053;Swipe ;Grocery;865.03;0
720328008;35;M;0;Unknown;Single;CA;91750;yes;no;no;cellular;Selfemployeed;66572;4;Blue;150;1;109;06-08-2023;Week-32;Q3;2023;2542;1884;4518;88;0.741;Swipe ;Grocery;587.34;0
720328983;44;M;4;Graduate;Single;CA;91750;no;yes;no;cellular;White-collar;105677;5;Blue;345;1;108;06-08-2023;Week-32;Q3;2023;9611;0;7636;64;0;Chip ;Travel;1909;0
720330558;49;F;4;Graduate;Single;NY;91750;yes;yes;no;cellular;Selfemployeed;20674;5;Blue;270;1;43;06-08-2023;Week-32;Q3;2023;25256;966;2048;40;0.038;Chip ;Fuel;327.68;0
720333783;41;F;1;Graduate;Single;CA;91750;yes;yes;no;cellular;Govt;42860;5;Blue;200;0;115;06-08-2023;Week-32;Q3;2023;4941;786;3822;50;0.159;Swipe ;Grocery;993.72;0
720334833;49;M;1;High School;Unknown;CA;91750;yes;no;no;telephone;Businessman;75363;4;Blue;325;0;118;06-08-2023;Week-32;Q3;2023;4710;1869;4719;91;0.397;Chip ;Travel;519.09;0
720336708;46;F;5;High School;Married;CA;91750;no;yes;no;cellular;Selfemployeed;14975;3;Blue;245;1;120;06-08-2023;Week-32;Q3;2023;3789;1706;1609;42;0.45;Swipe ;Travel;370.07;0
720338658;39;F;2;Uneducated;Married;NY;91750;yes;no;no;cellular;Govt;34138;5;Blue;445;1;66;06-08-2023;Week-32;Q3;2023;2490;1623;2998;60;0.652;Chip ;Bills;839.44;0
720339558;55;F;2;Unknown;Single;TX;91750;yes;yes;no;cellular;Selfemployeed;44386;3;Blue;245;0;74;06-08-2023;Week-32;Q3;2023;2363;494;3887;71;0.209;Chip ;Food;1127.23;0
720340383;53;M;1;High School;Unknown;NY;91750;no;no;yes;cellular;Blue-collar;48186;4;Blue;420;0;120;06-08-2023;Week-32;Q3;2023;3518;2035;4034;82;0.578;Swipe ;Bills;766.46;0
720344658;51;F;0;High School;Married;IA;91750;yes;no;no;unknown;Selfemployeed;14975;5;Blue;270;0;54;06-08-2023;Week-32;Q3;2023;18226;1847;1681;43;0.101;Swipe ;Entertainment;369.82;0
720348933;40;F;1;Graduate;Married;NY;91750;no;no;no;unknown;Selfemployeed;34484;3;Blue;325;1;124;06-08-2023;Week-32;Q3;2023;12871;758;3060;60;0.059;Swipe ;Grocery;459;0
720349983;50;M;4;Graduate;Married;TX;91750;yes;yes;no;cellular;Selfemployeed;70053;4;Blue;290;1;87;06-08-2023;Week-32;Q3;2023;1438.3;0;4593;79;0;Swipe ;Entertainment;413.37;0
720352533;65;M;2;Graduate;Married;CA;91750;no;no;no;unknown;Selfemployeed;14975;3;Blue;95;0;101;06-08-2023;Week-32;Q3;2023;20811;1425;1483;38;0.068;Swipe ;Entertainment;266.94;0
720353808;53;M;3;Graduate;Unknown;CA;91750;yes;yes;no;cellular;White-collar;118167;3;Silver;415;0;76;06-08-2023;Week-32;Q3;2023;34516;0;9177;50;0;Swipe ;Entertainment;2202.48;0
720356133;38;F;2;Uneducated;Single;NY;91750;no;yes;no;cellular;Businessman;186219;5;Blue;100;0;161;13-08-2023;Week-33;Q3;2023;23939;1419;14812;101;0.059;Chip ;Grocery;2962.4;0
720357483;44;M;3;High School;Single;FL;91750;no;no;no;cellular;Selfemployeed;50623;5;Blue;95;1;95;13-08-2023;Week-33;Q3;2023;1723;1010;4112;82;0.586;Swipe ;Food;904.64;0
720362058;59;F;2;Uneducated;Married;CA;91750;yes;yes;no;cellular;Businessman;18834;5;Silver;420;1;76;13-08-2023;Week-33;Q3;2023;32182;0;1937;46;0;Online ;Grocery;116.22;0
